"No.","Time","Source","Destination","Protocol","Length","Info"
"5454","57.325737","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28776; Unit:   1, Func:   2: Read Discrete Inputs"
"5455","57.347472","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28776; Unit:   1, Func:   2: Read Discrete Inputs"
"5456","57.348095","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28777; Unit:   1, Func:  15: Write Multiple Coils"
"5457","57.348662","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28777; Unit:   1, Func:  15: Write Multiple Coils"
"5458","57.348941","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28778; Unit:   1, Func:   4: Read Input Registers"
"5459","57.349595","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28778; Unit:   1, Func:   4: Read Input Registers"
"5460","57.349933","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28779; Unit:   1, Func:   3: Read Holding Registers"
"5461","57.350569","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28779; Unit:   1, Func:   3: Read Holding Registers"
"5462","57.350910","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28780; Unit:   1, Func:  16: Write Multiple Registers"
"5463","57.351419","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28780; Unit:   1, Func:  16: Write Multiple Registers"
"5464","57.451742","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28781; Unit:   1, Func:   2: Read Discrete Inputs"
"5465","57.452374","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28781; Unit:   1, Func:   2: Read Discrete Inputs"
"5466","57.452882","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28782; Unit:   1, Func:  15: Write Multiple Coils"
"5467","57.453312","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28782; Unit:   1, Func:  15: Write Multiple Coils"
"5468","57.453734","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28783; Unit:   1, Func:   4: Read Input Registers"
"5469","57.454131","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28783; Unit:   1, Func:   4: Read Input Registers"
"5470","57.454746","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28784; Unit:   1, Func:   3: Read Holding Registers"
"5471","57.455133","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28784; Unit:   1, Func:   3: Read Holding Registers"
"5472","57.455512","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28785; Unit:   1, Func:  16: Write Multiple Registers"
"5473","57.455889","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28785; Unit:   1, Func:  16: Write Multiple Registers"
"5474","57.555808","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28786; Unit:   1, Func:   2: Read Discrete Inputs"
"5475","57.556519","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28786; Unit:   1, Func:   2: Read Discrete Inputs"
"5476","57.557157","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28787; Unit:   1, Func:  15: Write Multiple Coils"
"5477","57.557639","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28787; Unit:   1, Func:  15: Write Multiple Coils"
"5478","57.558109","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28788; Unit:   1, Func:   4: Read Input Registers"
"5479","57.558574","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28788; Unit:   1, Func:   4: Read Input Registers"
"5480","57.559026","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28789; Unit:   1, Func:   3: Read Holding Registers"
"5481","57.559473","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28789; Unit:   1, Func:   3: Read Holding Registers"
"5482","57.559775","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28790; Unit:   1, Func:  16: Write Multiple Registers"
"5483","57.560289","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28790; Unit:   1, Func:  16: Write Multiple Registers"
"5484","57.592816","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"5485","57.659757","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28791; Unit:   1, Func:   2: Read Discrete Inputs"
"5486","57.660369","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28791; Unit:   1, Func:   2: Read Discrete Inputs"
"5487","57.660664","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28792; Unit:   1, Func:  15: Write Multiple Coils"
"5488","57.661605","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28792; Unit:   1, Func:  15: Write Multiple Coils"
"5489","57.661787","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28793; Unit:   1, Func:   4: Read Input Registers"
"5490","57.662305","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28793; Unit:   1, Func:   4: Read Input Registers"
"5491","57.662534","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28794; Unit:   1, Func:   3: Read Holding Registers"
"5492","57.662942","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28794; Unit:   1, Func:   3: Read Holding Registers"
"5493","57.663172","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28795; Unit:   1, Func:  16: Write Multiple Registers"
"5494","57.663531","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28795; Unit:   1, Func:  16: Write Multiple Registers"
"5495","57.764899","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28796; Unit:   1, Func:   2: Read Discrete Inputs"
"5496","57.765366","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28796; Unit:   1, Func:   2: Read Discrete Inputs"
"5497","57.765642","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28797; Unit:   1, Func:  15: Write Multiple Coils"
"5498","57.765954","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28797; Unit:   1, Func:  15: Write Multiple Coils"
"5499","57.766375","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28798; Unit:   1, Func:   4: Read Input Registers"
"5500","57.766683","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28798; Unit:   1, Func:   4: Read Input Registers"
"5501","57.767005","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28799; Unit:   1, Func:   3: Read Holding Registers"
"5502","57.767303","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28799; Unit:   1, Func:   3: Read Holding Registers"
"5503","57.767635","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28800; Unit:   1, Func:  16: Write Multiple Registers"
"5504","57.767933","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28800; Unit:   1, Func:  16: Write Multiple Registers"
"5505","57.867728","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28801; Unit:   1, Func:   2: Read Discrete Inputs"
"5506","57.868352","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28801; Unit:   1, Func:   2: Read Discrete Inputs"
"5507","57.868626","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28802; Unit:   1, Func:  15: Write Multiple Coils"
"5508","57.869172","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28802; Unit:   1, Func:  15: Write Multiple Coils"
"5509","57.869407","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28803; Unit:   1, Func:   4: Read Input Registers"
"5510","57.870021","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28803; Unit:   1, Func:   4: Read Input Registers"
"5511","57.870285","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28804; Unit:   1, Func:   3: Read Holding Registers"
"5512","57.870719","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28804; Unit:   1, Func:   3: Read Holding Registers"
"5513","57.870965","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28805; Unit:   1, Func:  16: Write Multiple Registers"
"5514","57.871558","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28805; Unit:   1, Func:  16: Write Multiple Registers"
"5515","57.971782","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28806; Unit:   1, Func:   2: Read Discrete Inputs"
"5516","57.972982","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28806; Unit:   1, Func:   2: Read Discrete Inputs"
"5517","57.973661","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28807; Unit:   1, Func:  15: Write Multiple Coils"
"5518","57.974321","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28807; Unit:   1, Func:  15: Write Multiple Coils"
"5519","57.974811","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28808; Unit:   1, Func:   4: Read Input Registers"
"5520","57.975383","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28808; Unit:   1, Func:   4: Read Input Registers"
"5521","57.975984","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28809; Unit:   1, Func:   3: Read Holding Registers"
"5522","57.993417","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28809; Unit:   1, Func:   3: Read Holding Registers"
"5523","57.994071","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28810; Unit:   1, Func:  16: Write Multiple Registers"
"5524","57.994798","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28810; Unit:   1, Func:  16: Write Multiple Registers"
"5525","58.094783","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28811; Unit:   1, Func:   2: Read Discrete Inputs"
"5526","58.095541","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28811; Unit:   1, Func:   2: Read Discrete Inputs"
"5527","58.096146","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28812; Unit:   1, Func:  15: Write Multiple Coils"
"5528","58.096945","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28812; Unit:   1, Func:  15: Write Multiple Coils"
"5529","58.097414","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28813; Unit:   1, Func:   4: Read Input Registers"
"5530","58.097807","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28813; Unit:   1, Func:   4: Read Input Registers"
"5531","58.098409","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28814; Unit:   1, Func:   3: Read Holding Registers"
"5532","58.098746","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28814; Unit:   1, Func:   3: Read Holding Registers"
"5533","58.099144","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28815; Unit:   1, Func:  16: Write Multiple Registers"
"5534","58.099488","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28815; Unit:   1, Func:  16: Write Multiple Registers"
"5535","58.113329","3Com_78:9b:01","Spanning-tree-(for-bridges)_00","STP","64","RST. Root = 8192/0/00:18:6e:78:9b:00  Cost = 0  Port = 0x8001"
"5536","58.199755","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28816; Unit:   1, Func:   2: Read Discrete Inputs"
"5537","58.201096","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28816; Unit:   1, Func:   2: Read Discrete Inputs"
"5538","58.201756","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28817; Unit:   1, Func:  15: Write Multiple Coils"
"5539","58.202165","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28817; Unit:   1, Func:  15: Write Multiple Coils"
"5540","58.202655","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28818; Unit:   1, Func:   4: Read Input Registers"
"5541","58.203026","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28818; Unit:   1, Func:   4: Read Input Registers"
"5542","58.203550","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28819; Unit:   1, Func:   3: Read Holding Registers"
"5543","58.203892","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28819; Unit:   1, Func:   3: Read Holding Registers"
"5544","58.204243","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28820; Unit:   1, Func:  16: Write Multiple Registers"
"5545","58.204556","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28820; Unit:   1, Func:  16: Write Multiple Registers"
"5546","58.304775","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28821; Unit:   1, Func:   2: Read Discrete Inputs"
"5547","58.305340","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28821; Unit:   1, Func:   2: Read Discrete Inputs"
"5548","58.306000","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28822; Unit:   1, Func:  15: Write Multiple Coils"
"5549","58.306372","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28822; Unit:   1, Func:  15: Write Multiple Coils"
"5550","58.306831","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28823; Unit:   1, Func:   4: Read Input Registers"
"5551","58.307185","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28823; Unit:   1, Func:   4: Read Input Registers"
"5552","58.307569","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28824; Unit:   1, Func:   3: Read Holding Registers"
"5553","58.307959","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28824; Unit:   1, Func:   3: Read Holding Registers"
"5554","58.308382","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28825; Unit:   1, Func:  16: Write Multiple Registers"
"5555","58.308986","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28825; Unit:   1, Func:  16: Write Multiple Registers"
"5556","58.408847","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28826; Unit:   1, Func:   2: Read Discrete Inputs"
"5557","58.409454","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28826; Unit:   1, Func:   2: Read Discrete Inputs"
"5558","58.410107","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28827; Unit:   1, Func:  15: Write Multiple Coils"
"5559","58.410486","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28827; Unit:   1, Func:  15: Write Multiple Coils"
"5560","58.410953","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28828; Unit:   1, Func:   4: Read Input Registers"
"5561","58.411308","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28828; Unit:   1, Func:   4: Read Input Registers"
"5562","58.411778","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28829; Unit:   1, Func:   3: Read Holding Registers"
"5563","58.412121","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28829; Unit:   1, Func:   3: Read Holding Registers"
"5564","58.412474","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28830; Unit:   1, Func:  16: Write Multiple Registers"
"5565","58.412779","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28830; Unit:   1, Func:  16: Write Multiple Registers"
"5566","58.512702","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28831; Unit:   1, Func:   2: Read Discrete Inputs"
"5567","58.513269","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28831; Unit:   1, Func:   2: Read Discrete Inputs"
"5568","58.513540","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28832; Unit:   1, Func:  15: Write Multiple Coils"
"5569","58.514069","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28832; Unit:   1, Func:  15: Write Multiple Coils"
"5570","58.514250","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28833; Unit:   1, Func:   4: Read Input Registers"
"5571","58.514749","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28833; Unit:   1, Func:   4: Read Input Registers"
"5572","58.514979","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28834; Unit:   1, Func:   3: Read Holding Registers"
"5573","58.515397","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28834; Unit:   1, Func:   3: Read Holding Registers"
"5574","58.515629","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28835; Unit:   1, Func:  16: Write Multiple Registers"
"5575","58.515997","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28835; Unit:   1, Func:  16: Write Multiple Registers"
"5576","58.615801","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28836; Unit:   1, Func:   2: Read Discrete Inputs"
"5577","58.616359","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28836; Unit:   1, Func:   2: Read Discrete Inputs"
"5578","58.616641","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28837; Unit:   1, Func:  15: Write Multiple Coils"
"5579","58.617101","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28837; Unit:   1, Func:  15: Write Multiple Coils"
"5580","58.617277","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28838; Unit:   1, Func:   4: Read Input Registers"
"5581","58.617289","Raspberr_58:67:86","Broadcast","ARP","60","Who has 8.8.8.8? Tell 169.254.149.247"
"5582","58.617845","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28838; Unit:   1, Func:   4: Read Input Registers"
"5583","58.618053","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28839; Unit:   1, Func:   3: Read Holding Registers"
"5584","58.618643","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28839; Unit:   1, Func:   3: Read Holding Registers"
"5585","58.618847","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28840; Unit:   1, Func:  16: Write Multiple Registers"
"5586","58.619324","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28840; Unit:   1, Func:  16: Write Multiple Registers"
"5587","58.718853","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28841; Unit:   1, Func:   2: Read Discrete Inputs"
"5588","58.719395","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28841; Unit:   1, Func:   2: Read Discrete Inputs"
"5589","58.720024","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28842; Unit:   1, Func:  15: Write Multiple Coils"
"5590","58.720370","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28842; Unit:   1, Func:  15: Write Multiple Coils"
"5591","58.720714","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28843; Unit:   1, Func:   4: Read Input Registers"
"5592","58.721050","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28843; Unit:   1, Func:   4: Read Input Registers"
"5593","58.721429","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28844; Unit:   1, Func:   3: Read Holding Registers"
"5594","58.721756","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28844; Unit:   1, Func:   3: Read Holding Registers"
"5595","58.722092","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28845; Unit:   1, Func:  16: Write Multiple Registers"
"5596","58.722382","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28845; Unit:   1, Func:  16: Write Multiple Registers"
"5597","58.821813","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28846; Unit:   1, Func:   2: Read Discrete Inputs"
"5598","58.822385","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28846; Unit:   1, Func:   2: Read Discrete Inputs"
"5599","58.823054","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28847; Unit:   1, Func:  15: Write Multiple Coils"
"5600","58.823425","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28847; Unit:   1, Func:  15: Write Multiple Coils"
"5601","58.823880","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28848; Unit:   1, Func:   4: Read Input Registers"
"5602","58.824256","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28848; Unit:   1, Func:   4: Read Input Registers"
"5603","58.824850","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28849; Unit:   1, Func:   3: Read Holding Registers"
"5604","58.825186","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28849; Unit:   1, Func:   3: Read Holding Registers"
"5605","58.825540","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28850; Unit:   1, Func:  16: Write Multiple Registers"
"5606","58.825887","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28850; Unit:   1, Func:  16: Write Multiple Registers"
"5607","58.925790","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28851; Unit:   1, Func:   2: Read Discrete Inputs"
"5608","58.926538","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28851; Unit:   1, Func:   2: Read Discrete Inputs"
"5609","58.927199","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28852; Unit:   1, Func:  15: Write Multiple Coils"
"5610","58.942645","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28852; Unit:   1, Func:  15: Write Multiple Coils"
"5611","58.943061","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28853; Unit:   1, Func:   4: Read Input Registers"
"5612","58.943782","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28853; Unit:   1, Func:   4: Read Input Registers"
"5613","58.944406","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28854; Unit:   1, Func:   3: Read Holding Registers"
"5614","58.945197","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28854; Unit:   1, Func:   3: Read Holding Registers"
"5615","58.945828","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28855; Unit:   1, Func:  16: Write Multiple Registers"
"5616","58.946672","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28855; Unit:   1, Func:  16: Write Multiple Registers"
"5617","59.046816","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28856; Unit:   1, Func:   2: Read Discrete Inputs"
"5618","59.047444","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28856; Unit:   1, Func:   2: Read Discrete Inputs"
"5619","59.048123","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28857; Unit:   1, Func:  15: Write Multiple Coils"
"5620","59.049007","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28857; Unit:   1, Func:  15: Write Multiple Coils"
"5621","59.049431","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28858; Unit:   1, Func:   4: Read Input Registers"
"5622","59.050284","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28858; Unit:   1, Func:   4: Read Input Registers"
"5623","59.050759","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28859; Unit:   1, Func:   3: Read Holding Registers"
"5624","59.051503","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28859; Unit:   1, Func:   3: Read Holding Registers"
"5625","59.051964","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28860; Unit:   1, Func:  16: Write Multiple Registers"
"5626","59.052826","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28860; Unit:   1, Func:  16: Write Multiple Registers"
"5627","59.152810","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28861; Unit:   1, Func:   2: Read Discrete Inputs"
"5628","59.153427","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28861; Unit:   1, Func:   2: Read Discrete Inputs"
"5629","59.154064","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28862; Unit:   1, Func:  15: Write Multiple Coils"
"5630","59.154434","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28862; Unit:   1, Func:  15: Write Multiple Coils"
"5631","59.154891","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28863; Unit:   1, Func:   4: Read Input Registers"
"5632","59.155257","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28863; Unit:   1, Func:   4: Read Input Registers"
"5633","59.155838","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28864; Unit:   1, Func:   3: Read Holding Registers"
"5634","59.156170","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28864; Unit:   1, Func:   3: Read Holding Registers"
"5635","59.156520","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28865; Unit:   1, Func:  16: Write Multiple Registers"
"5636","59.156842","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28865; Unit:   1, Func:  16: Write Multiple Registers"
"5637","59.256776","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28866; Unit:   1, Func:   2: Read Discrete Inputs"
"5638","59.257430","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28866; Unit:   1, Func:   2: Read Discrete Inputs"
"5639","59.257824","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28867; Unit:   1, Func:  15: Write Multiple Coils"
"5640","59.258291","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28867; Unit:   1, Func:  15: Write Multiple Coils"
"5641","59.258545","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28868; Unit:   1, Func:   4: Read Input Registers"
"5642","59.258959","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28868; Unit:   1, Func:   4: Read Input Registers"
"5643","59.259296","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28869; Unit:   1, Func:   3: Read Holding Registers"
"5644","59.259688","169.254.149.247","169.254.83.9","Modbus/TCP","71","Response: Trans: 28869; Unit:   1, Func:   3: Read Holding Registers"
"5645","59.259969","169.254.83.9","169.254.149.247","Modbus/TCP","75","   Query: Trans: 28870; Unit:   1, Func:  16: Write Multiple Registers"
"5646","59.260384","169.254.149.247","169.254.83.9","Modbus/TCP","66","Response: Trans: 28870; Unit:   1, Func:  16: Write Multiple Registers"
"5647","59.362311","169.254.83.9","169.254.149.247","Modbus/TCP","66","   Query: Trans: 28871; Unit:   1, Func:   2: Read Discrete Inputs"
"5648","59.362866","169.254.149.247","169.254.83.9","Modbus/TCP","64","Response: Trans: 28871; Unit:   1, Func:   2: Read Discrete Inputs"
"5649","59.366100","169.254.83.9","169.254.149.247","Modbus/TCP","68","   Query: Trans: 28872; Unit:   1, Func:  15: Write Multiple Coils"
